time,site,demand,generation,DUoS_import,DUoS_export,grid_limit
39,1,0.00022899999999999998,0.0,9.075,7.04,0.1709581102360849
40,1,0.000234,0.0,9.075,7.04,0.1709631102360849
41,1,0.000238,0.0,2.534,1.09,0.17096711023608488
42,1,0.000334,0.0,2.534,1.09,0.1710631102360849
43,1,0.000249,0.0,2.534,1.09,0.1709781102360849
44,1,0.00020999999999999998,0.0,2.534,1.09,0.17093911023608488
45,1,0.00033299999999999996,0.0,1.888,0.501,0.1710621102360849
46,1,0.000306,0.0,1.888,0.501,0.1710351102360849
47,1,0.000265,0.0,1.888,0.501,0.17099411023608488
48,1,8.900000000000001e-05,0.0,1.888,0.501,0.1708181102360849
1,2,0.00033,0.0,0.0,0.032,0.1904055763236831
2,2,0.00029299999999999997,0.0,0.0,0.032,0.1903685763236831
3,2,0.000265,0.0,0.0,0.032,0.1903405763236831
4,2,0.0010190000000000002,0.0,0.0,0.032,0.1910945763236831
5,2,0.001006,0.0,0.0,0.032,0.1910815763236831
6,2,0.000958,0.0,0.0,0.032,0.1910335763236831
7,2,0.000708,0.0,0.0,0.032,0.1907835763236831
8,2,0.000169,0.0,0.0,0.032,0.1902445763236831
9,2,0.000137,0.0,0.0,0.032,0.1902125763236831
10,2,0.000163,0.0,0.0,0.032,0.1902385763236831
11,2,0.000135,0.0,0.0,0.032,0.1902105763236831
12,2,0.000161,0.0,0.0,0.032,0.1902365763236831
13,2,0.000531,0.0,0.0,0.032,0.1906065763236831
14,2,0.000762,0.0,0.0,0.032,0.19083757632368312
15,2,0.000593,3.8e-05,0.144,0.767,0.19066857632368311
16,2,0.00016399999999999997,3.8e-05,0.144,0.767,0.1902395763236831
17,2,0.000126,0.000122,0.144,0.767,0.1902015763236831
18,2,0.000243,0.000122,0.144,0.767,0.1903185763236831
19,2,0.000106,0.00025,0.144,0.767,0.1903255763236831
20,2,0.000102,0.00025,0.144,0.767,0.1903255763236831
21,2,0.00011800000000000001,0.000377,0.144,0.767,0.1904525763236831
22,2,0.00011300000000000001,0.000377,0.144,0.767,0.1904525763236831
23,2,0.000451,0.000507,4.239,5.511,0.1905825763236831
24,2,0.0005489999999999999,0.000507,4.239,5.511,0.1906245763236831
25,2,0.00021799999999999999,0.000491,4.239,5.511,0.1905665763236831
26,2,0.00010499999999999999,0.000491,4.239,5.511,0.1905665763236831
27,2,7.6e-05,0.000513,4.239,5.511,0.19058857632368312
28,2,0.00015099999999999998,0.000513,4.239,5.511,0.19058857632368312
29,2,0.000171,0.00044500000000000003,4.239,5.511,0.1905205763236831
30,2,0.000115,0.00044500000000000003,4.239,5.511,0.1905205763236831
31,2,0.000136,0.000263,0.144,0.767,0.19033857632368312
32,2,0.000114,0.000263,0.144,0.767,0.19033857632368312
33,2,0.0001,0.00014000000000000001,4.239,5.511,0.1902155763236831
34,2,0.001064,0.00014000000000000001,4.239,5.511,0.1911395763236831
35,2,0.0005870000000000001,2.5e-05,4.239,5.511,0.1906625763236831
36,2,0.00014000000000000001,2.5e-05,4.239,5.511,0.1902155763236831
37,2,0.000129,0.0,4.239,5.511,0.1902045763236831
38,2,0.00018899999999999999,0.0,4.239,5.511,0.1902645763236831
39,2,0.000156,0.0,4.239,5.511,0.1902315763236831
40,2,0.000179,0.0,4.239,5.511,0.19025457632368312
41,2,0.00016800000000000002,0.0,0.144,0.767,0.1902435763236831
42,2,0.00019399999999999997,0.0,0.144,0.767,0.1902695763236831
43,2,0.000195,0.0,0.144,0.767,0.1902705763236831
44,2,0.000251,0.0,0.144,0.767,0.1903265763236831
45,2,0.000457,0.0,0.144,0.767,0.19053257632368312
46,2,0.00033,0.0,0.144,0.767,0.1904055763236831
47,2,0.000624,0.0,0.144,0.767,0.19069957632368312
48,2,0.000881,0.0,0.144,0.767,0.1909565763236831
1,3,0.0005589999999999999,0.0,0.642,0.159,0.1688239437706345
2,3,0.000624,0.0,0.642,0.159,0.16888894377063451
3,3,0.000515,0.0,0.642,0.159,0.1687799437706345
4,3,0.00057,0.0,0.642,0.159,0.1688349437706345
5,3,0.000493,0.0,0.642,0.159,0.1687579437706345
6,3,0.0005620000000000001,0.0,0.642,0.159,0.1688269437706345
7,3,0.000483,0.0,0.642,0.159,0.1687479437706345
8,3,0.0005610000000000001,0.0,0.642,0.159,0.1688259437706345
9,3,0.000506,0.0,0.642,0.159,0.1687709437706345
10,3,0.0007099999999999999,0.0,0.642,0.159,0.1689749437706345
11,3,0.000825,0.0,0.642,0.159,0.1690899437706345
12,3,0.000877,0.0,0.642,0.159,0.1691419437706345
13,3,0.000705,0.0,0.642,0.159,0.1689699437706345
14,3,0.000544,0.0,0.642,0.159,0.1688089437706345
15,3,0.000597,3.8e-05,0.642,0.159,0.1688619437706345
16,3,0.000366,3.8e-05,0.642,0.159,0.1686309437706345
17,3,0.000631,0.000122,0.642,0.159,0.1688959437706345
18,3,0.0005579999999999999,0.000122,0.642,0.159,0.1688229437706345
19,3,0.0005250000000000001,0.00025,1.565,1.089,0.1687899437706345
20,3,0.000361,0.00025,1.565,1.089,0.1686259437706345
21,3,0.00031800000000000003,0.000377,1.565,1.089,0.1686419437706345
22,3,0.000251,0.000377,1.565,1.089,0.1686419437706345
23,3,0.00010300000000000001,0.000507,1.565,1.089,0.1687719437706345
24,3,6.2e-05,0.000507,1.565,1.089,0.1687719437706345
25,3,7.5e-05,0.000491,1.565,1.089,0.1687559437706345
26,3,4e-06,0.000491,1.565,1.089,0.1687559437706345
27,3,0.0,0.000513,1.565,1.089,0.16877794377063451
28,3,1.8e-05,0.000513,1.565,1.089,0.16877794377063451
29,3,0.0,0.00044500000000000003,1.565,1.089,0.1687099437706345
30,3,2.7999999999999996e-05,0.00044500000000000003,1.565,1.089,0.1687099437706345
31,3,0.000174,0.000263,1.565,1.089,0.16852794377063451
32,3,1e-06,0.000263,1.565,1.089,0.16852794377063451
33,3,1.1000000000000001e-05,0.00014000000000000001,7.765,6.774,0.1684049437706345
34,3,8.900000000000001e-05,0.00014000000000000001,7.765,6.774,0.1684049437706345
35,3,0.00023999999999999998,2.5e-05,7.765,6.774,0.1685049437706345
36,3,0.00044799999999999994,2.5e-05,7.765,6.774,0.1687129437706345
37,3,0.000537,0.0,7.765,6.774,0.1688019437706345
38,3,0.0005560000000000001,0.0,7.765,6.774,0.1688209437706345
39,3,0.000572,0.0,7.765,6.774,0.1688369437706345
40,3,0.000596,0.0,7.765,6.774,0.16886094377063451
41,3,0.0005809999999999999,0.0,1.565,1.089,0.1688459437706345
42,3,0.000576,0.0,1.565,1.089,0.1688409437706345
43,3,0.000495,0.0,0.642,0.159,0.1687599437706345
44,3,0.000497,0.0,0.642,0.159,0.1687619437706345
45,3,0.00046399999999999995,0.0,0.642,0.159,0.1687289437706345
46,3,0.00047799999999999996,0.0,0.642,0.159,0.1687429437706345
47,3,0.00047200000000000003,0.0,0.642,0.159,0.1687369437706345
48,3,0.00048100000000000004,0.0,0.642,0.159,0.1687459437706345
1,4,4.6e-05,0.0,0.642,0.159,0.1709326782980157
2,4,4.4999999999999996e-05,0.0,0.642,0.159,0.1709316782980157
3,4,8.900000000000001e-05,0.0,0.642,0.159,0.17097567829801572
4,4,5.599999999999999e-05,0.0,0.642,0.159,0.1709426782980157
5,4,7.5e-05,0.0,0.642,0.159,0.1709616782980157
6,4,6.900000000000001e-05,0.0,0.642,0.159,0.17095567829801572
7,4,7.6e-05,0.0,0.642,0.159,0.1709626782980157
8,4,3.6e-05,0.0,0.642,0.159,0.17092267829801572
9,4,2.9999999999999997e-05,0.0,0.642,0.159,0.1709166782980157
10,4,5.7e-05,0.0,0.642,0.159,0.1709436782980157
11,4,2.1000000000000002e-05,0.0,0.642,0.159,0.1709076782980157
12,4,3.6e-05,0.0,0.642,0.159,0.17092267829801572
13,4,9.1e-05,7e-06,0.642,0.159,0.17097767829801572
14,4,3.6e-05,7e-06,0.642,0.159,0.17092267829801572
15,4,4.8e-05,0.00018099999999999998,0.642,0.159,0.1710676782980157
16,4,6.1e-05,0.00018099999999999998,0.642,0.159,0.1710676782980157
17,4,2.5e-05,0.0007099999999999999,0.642,0.159,0.1715966782980157
18,4,4.0999999999999994e-05,0.0007099999999999999,0.642,0.159,0.1715966782980157
19,4,7.5e-05,0.00116,1.565,1.089,0.1720466782980157
20,4,8.999999999999999e-05,0.00116,1.565,1.089,0.1720466782980157
21,4,8.7e-05,0.001684,1.565,1.089,0.1725706782980157
22,4,8.999999999999999e-05,0.001684,1.565,1.089,0.1725706782980157
23,4,6.8e-05,0.0019039999999999999,1.565,1.089,0.1727906782980157
24,4,8.5e-05,0.0019039999999999999,1.565,1.089,0.1727906782980157
25,4,8.800000000000001e-05,0.001891,1.565,1.089,0.1727776782980157
26,4,7.3e-05,0.001891,1.565,1.089,0.1727776782980157
27,4,8.199999999999999e-05,0.0016899999999999999,1.565,1.089,0.1725766782980157
28,4,0.00011300000000000001,0.0016899999999999999,1.565,1.089,0.1725766782980157
29,4,8.599999999999999e-05,0.001445,1.565,1.089,0.1723316782980157
30,4,0.000173,0.001445,1.565,1.089,0.1723316782980157
31,4,0.00040399999999999995,0.0010229999999999998,1.565,1.089,0.1719096782980157
32,4,0.00025,0.0010229999999999998,1.565,1.089,0.1719096782980157
33,4,0.000121,0.000435,7.765,6.774,0.1713216782980157
34,4,9.699999999999999e-05,0.000435,7.765,6.774,0.1713216782980157
35,4,0.000144,7.9e-05,7.765,6.774,0.17103067829801571
36,4,0.0001,7.9e-05,7.765,6.774,0.1709866782980157
37,4,0.000157,0.0,7.765,6.774,0.1710436782980157
38,4,0.000243,0.0,7.765,6.774,0.1711296782980157
39,4,0.000298,0.0,7.765,6.774,0.1711846782980157
40,4,0.00020999999999999998,0.0,7.765,6.774,0.1710966782980157
41,4,0.000187,0.0,1.565,1.089,0.1710736782980157
42,4,0.00019,0.0,1.565,1.089,0.1710766782980157
43,4,0.00022600000000000002,0.0,0.642,0.159,0.1711126782980157
44,4,0.00023899999999999998,0.0,0.642,0.159,0.1711256782980157
45,4,0.00024100000000000003,0.0,0.642,0.159,0.1711276782980157
46,4,0.000221,0.0,0.642,0.159,0.1711076782980157
47,4,0.00029499999999999996,0.0,0.642,0.159,0.1711816782980157
48,4,5.7999999999999994e-05,0.0,0.642,0.159,0.1709446782980157
1,5,0.000234,0.0,0.61,0.06,0.174708488391767
2,5,0.000204,0.0,0.61,0.06,0.174678488391767
3,5,0.000214,0.0,0.61,0.06,0.17468848839176698
4,5,0.00020800000000000001,0.0,0.61,0.06,0.174682488391767
5,5,0.00018899999999999999,0.0,0.61,0.06,0.17466348839176699
6,5,0.00017,0.0,0.61,0.06,0.174644488391767
7,5,0.000128,0.0,0.61,0.06,0.17460248839176698
8,5,0.000132,0.0,0.61,0.06,0.17460648839176698
9,5,0.000126,0.0,0.61,0.06,0.17460048839176698
10,5,0.000127,0.0,0.61,0.06,0.17460148839176698
11,5,0.000117,0.0,0.61,0.06,0.174591488391767
12,5,0.00013000000000000002,0.0,0.61,0.06,0.17460448839176698
13,5,0.000126,0.0,0.61,0.06,0.17460048839176698
14,5,0.000117,0.0,0.61,0.06,0.174591488391767
15,5,0.00011800000000000001,0.00013000000000000002,0.881,0.368,0.17460448839176698
16,5,0.000342,0.00013000000000000002,0.881,0.368,0.174816488391767
17,5,0.000264,0.000432,0.881,0.368,0.17490648839176698
18,5,0.00036899999999999997,0.000432,0.881,0.368,0.17490648839176698
19,5,0.000263,0.000708,0.881,0.368,0.17518248839176698
20,5,0.00035600000000000003,0.000708,0.881,0.368,0.17518248839176698
21,5,0.000272,0.001024,0.881,0.368,0.175498488391767
22,5,0.000169,0.001024,0.881,0.368,0.175498488391767
23,5,0.0002,0.001375,0.881,0.368,0.17584948839176698
24,5,0.000317,0.001375,0.881,0.368,0.17584948839176698
25,5,0.00020999999999999998,0.001286,0.881,0.368,0.175760488391767
26,5,0.000179,0.001286,0.881,0.368,0.175760488391767
27,5,0.000221,0.0011439999999999998,0.881,0.368,0.175618488391767
28,5,0.000166,0.0011439999999999998,0.881,0.368,0.175618488391767
29,5,0.000266,0.000833,0.881,0.368,0.175307488391767
30,5,0.00022,0.000833,0.881,0.368,0.175307488391767
31,5,0.00016800000000000002,0.000593,0.881,0.368,0.175067488391767
32,5,0.000348,0.000593,0.881,0.368,0.175067488391767
33,5,0.00035600000000000003,0.000313,9.09,9.262,0.17483048839176699
34,5,0.001442,0.000313,9.09,9.262,0.175916488391767
35,5,0.001577,3.5999999999999994e-05,9.09,9.262,0.17605148839176699
36,5,0.001442,3.5999999999999994e-05,9.09,9.262,0.175916488391767
37,5,0.0012549999999999998,0.0,9.09,9.262,0.175729488391767
38,5,0.001011,0.0,9.09,9.262,0.175485488391767
39,5,0.000434,0.0,9.09,9.262,0.17490848839176698
40,5,0.00040899999999999997,0.0,9.09,9.262,0.17488348839176698
41,5,0.000407,0.0,0.881,0.368,0.17488148839176698
42,5,0.000368,0.0,0.881,0.368,0.174842488391767
43,5,0.00046399999999999995,0.0,0.881,0.368,0.17493848839176698
44,5,0.000375,0.0,0.881,0.368,0.17484948839176698
45,5,0.000358,0.0,0.881,0.368,0.174832488391767
46,5,0.000361,0.0,0.881,0.368,0.174835488391767
47,5,0.000491,0.0,0.881,0.368,0.17496548839176698
48,5,0.000309,0.0,0.881,0.368,0.174783488391767
1,6,7.5e-05,0.0,0.642,0.159,0.20569458883599429
2,6,8.3e-05,0.0,0.642,0.159,0.2057025888359943
3,6,5.599999999999999e-05,0.0,0.642,0.159,0.2056755888359943
4,6,6.7e-05,0.0,0.642,0.159,0.2056865888359943
5,6,7.3e-05,0.0,0.642,0.159,0.20569258883599428
6,6,6.500000000000001e-05,0.0,0.642,0.159,0.2056845888359943
7,6,7.400000000000001e-05,0.0,0.642,0.159,0.20569358883599428
8,6,6.1e-05,0.0,0.642,0.159,0.2056805888359943
9,6,5.4000000000000005e-05,0.0,0.642,0.159,0.2056735888359943
10,6,8.1e-05,0.0,0.642,0.159,0.2057005888359943
11,6,4.9000000000000005e-05,0.0,0.642,0.159,0.2056685888359943
12,6,0.00040899999999999997,0.0,0.642,0.159,0.2060285888359943
13,6,9.800000000000001e-05,0.0,0.642,0.159,0.20571758883599428
14,6,0.00011800000000000001,0.0,0.642,0.159,0.2057375888359943
15,6,0.0002,0.00026000000000000003,0.642,0.159,0.2058795888359943
16,6,0.000173,0.00026000000000000003,0.642,0.159,0.2058795888359943
17,6,0.000158,0.000761,0.642,0.159,0.2063805888359943
18,6,0.000127,0.000761,0.642,0.159,0.2063805888359943
19,6,0.000127,0.001288,1.565,1.089,0.2069075888359943
20,6,5e-05,0.001288,1.565,1.089,0.2069075888359943
21,6,7.2e-05,0.001545,1.565,1.089,0.20716458883599428
22,6,4.4999999999999996e-05,0.001545,1.565,1.089,0.20716458883599428
23,6,7.099999999999999e-05,0.0016339999999999998,1.565,1.089,0.2072535888359943
24,6,7.400000000000001e-05,0.0016339999999999998,1.565,1.089,0.2072535888359943
25,6,4.4999999999999996e-05,0.001306,1.565,1.089,0.2069255888359943
26,6,6.4e-05,0.001306,1.565,1.089,0.2069255888359943
27,6,7.9e-05,0.000906,1.565,1.089,0.20652558883599428
28,6,6.1e-05,0.000906,1.565,1.089,0.20652558883599428
29,6,0.000288,0.000637,1.565,1.089,0.2062565888359943
30,6,0.000182,0.000637,1.565,1.089,0.2062565888359943
31,6,7.3e-05,0.00035299999999999996,1.565,1.089,0.20597258883599429
32,6,0.00010800000000000001,0.00035299999999999996,1.565,1.089,0.20597258883599429
33,6,7.5e-05,0.000206,7.765,6.774,0.2058255888359943
34,6,0.000124,0.000206,7.765,6.774,0.2058255888359943
35,6,0.000163,3.4e-05,7.765,6.774,0.2057825888359943
36,6,0.000187,3.4e-05,7.765,6.774,0.2058065888359943
37,6,0.000596,0.0,7.765,6.774,0.2062155888359943
38,6,0.002543,0.0,7.765,6.774,0.20816258883599428
39,6,0.002287,0.0,7.765,6.774,0.2079065888359943
40,6,0.001523,0.0,7.765,6.774,0.2071425888359943
41,6,0.001501,0.0,1.565,1.089,0.2071205888359943
42,6,0.001462,0.0,1.565,1.089,0.20708158883599428
43,6,0.0014,0.0,0.642,0.159,0.2070195888359943
44,6,0.001367,0.0,0.642,0.159,0.2069865888359943
45,6,0.0014069999999999998,0.0,0.642,0.159,0.20702658883599429
46,6,0.001385,0.0,0.642,0.159,0.2070045888359943
47,6,0.001358,0.0,0.642,0.159,0.2069775888359943
48,6,0.001328,0.0,0.642,0.159,0.2069475888359943
1,7,9.1e-05,0.0,0.224,0.052,0.1806527456264182
2,7,9.699999999999999e-05,0.0,0.224,0.052,0.1806587456264182
3,7,8.400000000000001e-05,0.0,0.224,0.052,0.1806457456264182
4,7,9.1e-05,0.0,0.224,0.052,0.1806527456264182
5,7,9.300000000000001e-05,0.0,0.224,0.052,0.1806547456264182
6,7,8.999999999999999e-05,0.0,0.224,0.052,0.1806517456264182
7,7,9.900000000000001e-05,0.0,0.224,0.052,0.18066074562641818
8,7,8.5e-05,0.0,0.224,0.052,0.1806467456264182
9,7,9.699999999999999e-05,0.0,0.224,0.052,0.1806587456264182
10,7,8.599999999999999e-05,0.0,0.224,0.052,0.1806477456264182
11,7,8.999999999999999e-05,0.0,0.224,0.052,0.1806517456264182
12,7,9.300000000000001e-05,0.0,0.224,0.052,0.1806547456264182
13,7,0.00014199999999999998,1.9e-05,0.224,0.052,0.1807037456264182
14,7,0.000106,1.9e-05,0.224,0.052,0.18066774562641819
15,7,0.00010099999999999999,0.00023799999999999998,0.485,0.329,0.18079974562641818
16,7,0.000123,0.00023799999999999998,0.485,0.329,0.18079974562641818
17,7,7.6e-05,0.000526,0.485,0.329,0.1810877456264182
18,7,5.9000000000000004e-05,0.000526,0.485,0.329,0.1810877456264182
19,7,7.5e-05,0.000837,0.485,0.329,0.1813987456264182
20,7,6.4e-05,0.000837,0.485,0.329,0.1813987456264182
21,7,0.000179,0.001214,0.485,0.329,0.18177574562641818
22,7,0.000121,0.001214,0.485,0.329,0.18177574562641818
23,7,0.000137,0.001717,0.485,0.329,0.1822787456264182
24,7,0.000124,0.001717,0.485,0.329,0.1822787456264182
25,7,8.400000000000001e-05,0.001739,0.485,0.329,0.18230074562641818
26,7,0.00019600000000000002,0.001739,0.485,0.329,0.18230074562641818
27,7,0.00020999999999999998,0.001545,0.485,0.329,0.18210674562641818
28,7,0.00021600000000000002,0.001545,0.485,0.329,0.18210674562641818
29,7,0.00020899999999999998,0.001113,0.485,0.329,0.1816747456264182
30,7,0.000213,0.001113,0.485,0.329,0.1816747456264182
31,7,0.000205,0.0008020000000000001,0.485,0.329,0.1813637456264182
32,7,0.00016,0.0008020000000000001,0.485,0.329,0.1813637456264182
33,7,0.000212,0.000324,9.86,9.468,0.18088574562641818
34,7,0.000143,0.000324,9.86,9.468,0.18088574562641818
35,7,0.000123,2.2e-05,9.86,9.468,0.1806847456264182
36,7,0.00015099999999999998,2.2e-05,9.86,9.468,0.1807127456264182
37,7,0.00038299999999999993,0.0,9.86,9.468,0.18094474562641819
38,7,0.000386,0.0,9.86,9.468,0.1809477456264182
39,7,0.000244,0.0,9.86,9.468,0.18080574562641819
40,7,0.000253,0.0,9.86,9.468,0.1808147456264182
41,7,0.000308,0.0,0.485,0.329,0.1808697456264182
42,7,0.000285,0.0,0.485,0.329,0.1808467456264182
43,7,0.000286,0.0,0.485,0.329,0.1808477456264182
44,7,0.00027600000000000004,0.0,0.485,0.329,0.1808377456264182
45,7,0.000261,0.0,0.485,0.329,0.1808227456264182
46,7,0.000253,0.0,0.485,0.329,0.1808147456264182
47,7,0.00016800000000000002,0.0,0.485,0.329,0.1807297456264182
48,7,0.000177,0.0,0.485,0.329,0.1807387456264182
1,8,4.2000000000000004e-05,0.0,0.61,0.06,0.17539074862845377
2,8,5.9999999999999995e-05,0.0,0.61,0.06,0.1754087486284538
3,8,5.9999999999999995e-05,0.0,0.61,0.06,0.1754087486284538
4,8,4e-05,0.0,0.61,0.06,0.1753887486284538
5,8,7.7e-05,0.0,0.61,0.06,0.17542574862845378
6,8,4.2000000000000004e-05,0.0,0.61,0.06,0.17539074862845377
7,8,6.4e-05,0.0,0.61,0.06,0.1754127486284538
8,8,5.7999999999999994e-05,0.0,0.61,0.06,0.1754067486284538
9,8,4.6e-05,0.0,0.61,0.06,0.17539474862845378
10,8,7.400000000000001e-05,0.0,0.61,0.06,0.17542274862845378
11,8,0.000146,0.0,0.61,0.06,0.1754947486284538
12,8,0.00014000000000000001,0.0,0.61,0.06,0.1754887486284538
13,8,8.7e-05,0.0,0.61,0.06,0.1754357486284538
14,8,4.2999999999999995e-05,0.0,0.61,0.06,0.17539174862845378
15,8,7.5e-05,0.00013000000000000002,0.881,0.368,0.17547874862845378
16,8,5.3e-05,0.00013000000000000002,0.881,0.368,0.17547874862845378
17,8,6.6e-05,0.000432,0.881,0.368,0.17578074862845378
18,8,5.7e-05,0.000432,0.881,0.368,0.17578074862845378
19,8,0.000147,0.000708,0.881,0.368,0.17605674862845377
20,8,0.000137,0.000708,0.881,0.368,0.17605674862845377
21,8,4.4000000000000006e-05,0.001024,0.881,0.368,0.17637274862845378
22,8,6.900000000000001e-05,0.001024,0.881,0.368,0.17637274862845378
23,8,6.4e-05,0.001375,0.881,0.368,0.17672374862845378
24,8,4.8e-05,0.001375,0.881,0.368,0.17672374862845378
25,8,7.7e-05,0.001286,0.881,0.368,0.1766347486284538
26,8,0.0007759999999999999,0.001286,0.881,0.368,0.1766347486284538
27,8,0.000166,0.0011439999999999998,0.881,0.368,0.1764927486284538
28,8,0.000163,0.0011439999999999998,0.881,0.368,0.1764927486284538
29,8,9.4e-05,0.000833,0.881,0.368,0.1761817486284538
30,8,5.7e-05,0.000833,0.881,0.368,0.1761817486284538
31,8,6.8e-05,0.000593,0.881,0.368,0.1759417486284538
32,8,9.6e-05,0.000593,0.881,0.368,0.1759417486284538
33,8,5.9999999999999995e-05,0.000313,9.09,9.262,0.1756617486284538
34,8,0.000102,0.000313,9.09,9.262,0.1756617486284538
35,8,0.00010300000000000001,3.5999999999999994e-05,9.09,9.262,0.17545174862845378
36,8,9.900000000000001e-05,3.5999999999999994e-05,9.09,9.262,0.17544774862845378
37,8,0.000135,0.0,9.09,9.262,0.17548374862845378
38,8,0.000143,0.0,9.09,9.262,0.1754917486284538
39,8,0.00011199999999999998,0.0,9.09,9.262,0.1754607486284538
40,8,0.000125,0.0,9.09,9.262,0.17547374862845377
41,8,9.5e-05,0.0,0.881,0.368,0.1754437486284538
42,8,9.4e-05,0.0,0.881,0.368,0.1754427486284538
43,8,0.000124,0.0,0.881,0.368,0.1754727486284538
44,8,0.000111,0.0,0.881,0.368,0.1754597486284538
45,8,0.000158,0.0,0.881,0.368,0.17550674862845378
46,8,0.000158,0.0,0.881,0.368,0.17550674862845378
47,8,0.00010800000000000001,0.0,0.881,0.368,0.17545674862845378
48,8,6.6e-05,0.0,0.881,0.368,0.1754147486284538
1,9,7.400000000000001e-05,0.0,1.399,0.051,0.1960567600489169
2,9,6.500000000000001e-05,0.0,1.399,0.051,0.1960477600489169
3,9,3.5000000000000004e-05,0.0,1.399,0.051,0.1960177600489169
4,9,6.3e-05,0.0,1.399,0.051,0.1960457600489169
5,9,7.3e-05,0.0,1.399,0.051,0.1960557600489169
6,9,6.3e-05,0.0,1.399,0.051,0.1960457600489169
7,9,3.4e-05,0.0,1.399,0.051,0.1960167600489169
8,9,6.3e-05,0.0,1.399,0.051,0.1960457600489169
9,9,0.0001,0.0,1.399,0.051,0.1960827600489169
10,9,6.1e-05,0.0,1.399,0.051,0.1960437600489169
11,9,6.8e-05,0.0,1.399,0.051,0.19605076004891692
12,9,8.599999999999999e-05,0.0,1.399,0.051,0.1960687600489169
13,9,7.8e-05,0.0,1.399,0.051,0.1960607600489169
14,9,7.9e-05,0.0,1.399,0.051,0.1960617600489169
15,9,0.0009270000000000001,0.00013800000000000002,1.728,0.427,0.19690976004891692
16,9,0.00042100000000000004,0.00013800000000000002,1.728,0.427,0.1964037600489169
17,9,0.000753,0.000497,1.728,0.427,0.1967357600489169
18,9,0.000505,0.000497,1.728,0.427,0.1964877600489169
19,9,0.00047,0.000901,1.728,0.427,0.19688376004891692
20,9,0.000181,0.000901,1.728,0.427,0.19688376004891692
21,9,0.00010099999999999999,0.001132,1.728,0.427,0.1971147600489169
22,9,0.000106,0.001132,1.728,0.427,0.1971147600489169
23,9,9.699999999999999e-05,0.001271,1.728,0.427,0.1972537600489169
24,9,0.00020199999999999998,0.001271,1.728,0.427,0.1972537600489169
25,9,4.4999999999999996e-05,0.0013,1.728,0.427,0.1972827600489169
26,9,4.4999999999999996e-05,0.0013,1.728,0.427,0.1972827600489169
27,9,0.000539,0.001157,1.728,0.427,0.1971397600489169
28,9,0.000439,0.001157,1.728,0.427,0.1971397600489169
29,9,0.00019,0.000985,1.728,0.427,0.19696776004891692
30,9,0.000804,0.000985,1.728,0.427,0.19696776004891692
31,9,0.00010899999999999999,0.0005610000000000001,1.728,0.427,0.1965437600489169
